Aalmuttern,"/ˈaːlˌmʊtɐn/,[ˈʔaːlˌmʊtʰɐn]"
Aalquappe,/ˈaːlˌkvapə/
Aalräucherei,/ˈaːlʁɔɪ̯çəˌʁaɪ̯/
Aalraupe,/ˈaːlˌʁaʊ̯pə/
Aalreuse,/ˈaːlˌʁɔɪ̯zə/
Aalspeer,/ˈaːlˌʃpeːɐ̯/
Aalstechen,/ˈaːlˌʃtɛçn̩/
Aalstrich,/ˈaːlˌʃtʁɪç/
Aalsuppe,/ˈaːlˌzʊpə/
Aals,/ʔaːls/
Aaltierchen,/ˈaːlˌtiːɐ̯çən/
Aa machen,"/ˌaˈʔamaxən/,/ˌaˈʔamaxn̩/,[ˌaˈʔamaχən],[ˌaˈʔamaχn̩]"
Aar,/aːɐ̯/
Aare,[ˈaːʀə]
Aargau,/ˈaːɐ̯ˌɡaʊ̯/
Aargauer,/ˈaːɐ̯ˌɡaʊ̯ɐ/
Aaron,"[ˈʔaːʀɔn],[ˈaːʁɔn]"
Aase,/aːzə/
aasen,"/ˈaːzən/,[ˈʔaːzn̩]"
Aaser,/ˈaːzɐ/
Aasfliege,[ˈaːsˌfliːɡə]
aasfressend,/ˈaːsˌfʁɛsn̩t/
Aasfresser,/ˈaːsˌfʁɛsɐ/
aasig,/ˈaːzɪç/,"qualifier:standard"
aasig,/ˈaːzɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
Aasjäger,/ˈaːsˌjɛːɡɐ/,"qualifier:standard; used naturally in western Germany and Switzerland"
Aasjägerei,/ˈaːsjɛːɡəˌʁaɪ̯/,"qualifier:standard; used naturally in western Germany and Switzerland"
Aasjägerei,/-jeː-/,"qualifier:overall more common; particularly northern and eastern regions"
Aasjäger,/-ˌjeːɡɐ/,"qualifier:overall more common; particularly northern and eastern regions"
Aaskäfer,/ˈaːsˌkɛːfɐ/,"qualifier:standard; used naturally in western Germany and Switzerland"
Aaskäfer,/-keː-/,"qualifier:overall more common; particularly northern and eastern regions"
Aasseite,/ˈaːsˌzaɪ̯tə/
Aasvogel,/ˈaːsfoːɡl̩/
A-a,/ˈʔa.ʔa/
Abakus,[ˈabakʊs]
Abalienation,/ˌapˌʔali̯enaˈt͡si̯oːn/
abalienieren,[ˌapʔali̯eˈniːʁən]
abänderbar,"/ˈapˌɛndəʁˌbaːʁ/,[ˈʔapˌɛndɐˌbaːɐ̯]"
Abänderer,/ˈap.ɛndɐʁɐ/
Abändern,/ˈap.ɛndɐn/
abändern,[ˈʔapʔɛndɐn]
Abänderungen,/ˈʔapʔɛndəʁʊŋən/
Abänderung,/ˈʔapˌʔɛndəʁʊŋ/
abandonnieren,[abandɔnˈiːʁən]
abarbeiten,"/ˈabˌaʁbaɪ̯tən/,[ˈʔapˌʔaʁbaɪ̯tən],[ˈʔapˌʔaʁbaɪ̯tn̩],[ˈʔapˌʔaʁbaɪ̯ʔn̩]"
Abart,"[ˈapʔaːʁtʰ],[ˈapʔaːɐ̯tʰ]"
abarten,[ˈapˌʔaːɐ̯tn̩]
abartig,/ˈapaʁtɪç/,"qualifier:standard"
abartig,/ˈapaʁtɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
Abartigkeit,[ˈapˌaːɐ̯tɪçkaɪ̯t]
Abartung,/ˈapʔaːɐ̯tʊŋ/
abäschern,/ˈapˌʔɛʃɐn/
Abasie,[abaˈziː]
abätzen,"[ˈʔɛtsn̩],[ˈʔɛtsən]"
abaxial,/apʔaˈksi̯aːl/
Abbaggerung,"/ˈapbaɡəʀʊŋ/,[ˈʔapbaɡəʀʊŋ]"
abballern,[ˈapˌbalɐn]
Abbau,[ˈapˌbaʊ̯]
abbaubar,"/ˈapbaʊ̯baːʁ/,[ˈʔapbaʊ̯baːɐ̯]"
Abbaubarkeit,/ˈapbaʊ̯baːɐ̯ˌkaɪ̯t/
abbauen,[ˈʔapbaʊ̯ən]
Abbauen,[ˈʔapbaʊ̯ən]
Abbauprodukt,/ˈapbaʊ̯prodʊkt/
abbehalten,[ˈapbəˌhaltn̩]
abbeißen,"/ˈapˌbaɪ̯sn̩/,/ˈapˌbaɪ̯sən/","audio:de:De-abbeißen.ogg:Audio"
abbekommen,/ˈʔapbəkɔmən/
abberufen,[ˈapbəˌʁuːfən]
Abberufung,/ˈapbəˈʁuːfʊŋ/,"audio:de:De-Abberufung.ogg:Audio"
abbestellen,"/ˈabəˌʃtɛlən/,[ˈʔabəˌʃtɛln̩]"
abbestellt,[ˈapbəˌʃtɛlt]
Abbestellung,/ˈapbəˌʃtɛlʊŋ/
abbezahlen,"/ˈabəˌtsaːlən/,[ˈʔabəˌtsaːln̩]"
Abbezahlung,/ˈapbəˌt͡saːlʊŋ/
abbiegen,[ˈapbiːɡn]
Abbiegung,/ˈapˌbiːɡʊŋ/
Abbild,[ˈapˌbɪlt]
abbilden,"/ˈap.bɪl.dən/,[ˈʔap̚.b̥ɪl.dən],[-dn̩]"
Abbildung,"/ˈap.bɪl.dʊŋ/,[ˈʔap̚.b̥ɪl.dʊŋ]"
Abbildungstechnologie,"/ˈap.bɪl.dʊŋs.tɛç.no.loˌɡiː/,[ˈʔap̚.b̥ɪl.dʊŋs.tʰɛç.no.loˌɡiː]"
abbinden,"/ˈʔapˌbɪndn̩/,/ˈʔapˌbɪndən/"
abbitten,/ˈapˌbɪtn̩/
Abbitten,"/ˈʔapˌbɪtən/,[ˈʔapˌbɪtʰən],[ˈʔapˌbɪtʰn̩],[ˈʔapˌbɪʔn̩]"
Abbitte,"/ˈʔapˌbɪtə/,[ˈʔapˌbɪtʰə]"
abblasen,/ˈapˌblaːzn̩/
abblassen,[ˈapˌblasn̩]
abblättern,/ˈʔapˌblɛtɐn/
abbleiben,/ˈapˌblaɪ̯bn̩/
Abblendlicht,/ˈapblɛntlɪçt/
abblitzen,"/ˈapˌblɪt͡sən/,[ˈapˌblɪt͡sn̩]"
Abblitzen,"/ˈapˌblɪt͡sən/,[ˈapˌblɪt͡sn̩]"
Abblitzer,/ˈapˌblɪt͡sɐ/
abblocken,"/ˈaˌblɔkən/,[ˈʔaˌblɔkŋ̍]"
abbrechen,"[ˈʔapˌbʁɛçn̩],[ˈʔapˌbʁɛçən]"
Abbrecher,/ˈapˌbʁɛçɐ/
abbremsen,"/ˈaˌbʁɛmzən/,[ˈʔaˌbʁɛmzn̩]"
abbrennen,"/ˈabʁɛnən/,[ˈʔabʁɛnn̩]"
Abbrennen,/ˈapˌbʁɛnən/
Abbreviation,/abʁevi̯aˈt͡si̯oːn/
Abbreviatur,/abʁevi̯aˈtuːɐ̯/
abbröckeln,[ˈʔapˌbʁœkəln]
Abbruch,"/ˈapbʁʊχ/,/ˈapʁʊχ/"
Abbruchbirne,/ˈapbʁʊxˌbɪʁnə/
Abbruchkante,/ˈapbʁʊxˌkantə/
abbuchen,"/ˈabuːχən/,[ˈʔabuːχn̩]"
Abbuchung,[ˈapˌbuːxʊŋ]
abbügeln,[ˈapˌbyːɡl̩n]
Abc-Buch,/ˌaːˌbeːˈt͡seːˌbuːx/
abchasisch,/apˈχaːzɪʃ/
Abchasisch,/apˈχaːzɪʃ/
abchecken,/ˈapˌt͡ʃɛkn̩/
ABC-Schütze,/ˌaːbeˈtseːˌʃʏtsə/
ABC-Waffen,[ˌaːˌbeːˈtseːˌvafən]
ABC-Waffen-frei,[ˌaːˌbeːˈtseːˌvafənˌfʀaɪ̯]
Abdach,[ˈapˌdax]
abdachen,[ˈapˌdaxn̩]
abdampfen,/ˈapˌdamp͡fn̩/
abdämpfen,"/ˈapˌdɛmpfən/,/ˈapˌdɛmfən/"
abdanken,"/ˈʔapdaŋkŋ̩/,/ˈʔapdaŋkən/"
Abdankung,"/ˈapˌdaŋkʊŋ/,[ˈʔapˌdaŋkʊŋ]"
Abdankungsgrund,/ˈapdaŋkʊŋsˌɡʁʊnt/
Abdankungsgründe,/ˈapdaŋkʊŋsˌɡʁʏndə/
Abdankungsgrundes,/ˈapdaŋkʊŋsˌɡʁʊndəs/
abdecken,"/ˈapˌdɛkən/,[ˈʔapˌdɛkən],[-kŋ̩]"
Abdeckung,/ˈapˌdɛkʊŋ/
abdestillieren,/ˈapdɛstiˌliːʁən/
abdirigieren,/ˈapdiʁiˌɡiːʁən/&lt;!-- generated by [[Template:X2IPA]] --&gt;
abdominal,/apdomiˈnaːl/
abdrängen,[ˈapˌdʁɛŋən]
abdrehen,[ˈapdreːən]
abdreschen,[ˈapˌdʁɛʃn̩]
abdriften,[ˈapˌdʁɪftn̩]
abdringen,/ˈapˈdʁɪŋən/
Abdruck,"/ˈapdʁʊk/,[ˈʔapdʁʊkʰ]"
Abduktor,/apˈdʊktoːɐ̯/
abeisen,"[ˈɑbaɪ̯zn̩],[ˈɑbaɪ̯zən]"
-abel,/ˈaːbəl/
Abend,/ˈaːbənt/,"a:standard"
Abend,/aːmt/,"a:casual speech"
Abendblatt,[ˈaːbn̩tˌblat]
Abendbrot,/ˈaːbəntˌbroːt/,"a:standard"
Abendbrot,/ˈaːmbroːt/,"a:rapid speech"
abendessen,"/ˈaːbəntˌɛsən/,[ˈʔaːbn̩tˌʔɛsn̩]"
Abendessen,/ˈaːmˌtɛsən/,"a:careless speech"
Abendessen,/ˈʔaːbəntˌʔɛsən/,"a:standard"
Abendkasse,/ˈaːbəntˌkasə/
Abendkleid,[ˈaːbn̩tˌklaɪ̯t]
Abendkleider,/ˈaːbəntˌklaɪ̯dɐ/
Abendland,[ˈaːbn̩tlant]
abendlich,/ˈaːbn̩tlɪç/
Abendlied,/ˈaːbəntˌliːt/
Abendluft,/ˈaːbəntˌlʊft/
Abendmahlzeit,[ˈaːbəntˌmaːlt͡saɪ̯t]
Abendrot,[ˈaːbənd̥ˌroːt]
abends,/ˈaːbən(t)s/
Abendstern,[ˈaːbn̩tˌʃtɛʁn]
Abendvorstellung,[ˈaːbn̩tˌfoːɐ̯ʃtɛlʊŋ]
abendwärts,/ˈaːbn̩tˌvɛʁt͡s/
Abenteuer,"/ˈaːbəntɔʏ̯ɐ/,[ˈaːbəntɔʏ̯ɐ],[ˈaːbm̩tɔʏ̯ɐ]"
abenteuerdurstig,/ˈaːbn̩tɔɪ̯ɐˌdʊʁstɪç/,"qualifier:standard"
abenteuerdurstig,/-ˌdʊʁstɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
abenteuerhungrig,/ˈaːbn̩tɔɪ̯ɐˌhʊŋʁɪç/,"qualifier:standard"
abenteuerhungrig,/-ˌhʊŋʁɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
abenteuerlich,"/ˈʔaːbm̩tɔɪ̯ɐlɪç/,/ˈʔaːbəntɔɪ̯ɐlɪç/"
abenteuerlustig,"/ˈʔaːbm̩tɔɪ̯ɐˌlʊstɪç/,/ˈʔaːbəntɔɪ̯ɐˌlʊstɪç/"
Abenteuerreise,/ˈaːbn̩tɔɪ̯ɐˌʁaɪ̯zə/
Abenteuerroman,/ˈaːbn̩tɔɪ̯ɐʁoˌmaːn/
Abenteuerromane,/ˈaːbn̩tɔɪ̯ɐʁoˌmaːn/
Abenteuerromanes,/ˈaːbn̩tɔɪ̯ɐʁoˌmaːnɛs/
Abenteuerromans,/ˈaːbn̩tɔɪ̯ɐʁoˌmaːns/
Abenteuerspielplatz,/ˈaːbn̩tɔɪ̯ɐˌʃpiːlplat͡s/
abenteuersüchtig,/ˈaːbn̩tɔɪ̯ɐˌzʏçtɪç/,"qualifier:standard"
abenteuersüchtig,/-ˌzʏçtɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
Aber,/ˈaːbɐ/
aber,/ˈaːbɐ/,"q:standard"
aber,/ˈabɐ/,"q:colloquial; when unstressed by regular shortening, but also used when stressed"
Aberglaube,/ˈaːbɐˌɡlaʊ̯bə/
Aberglaubens,"/ˈʔaːbɐˌɡlaʊ̯bm̩s/,/ˈʔaːbɐˌɡlaʊ̯bəns/"
abergläubisch,/ˈʔaːbɐɡlɔɪ̯bɪʃ/
aberhundert,/ˈaːbɐˌhʊndɐt/
aberkennen,[ˈapʔɛɐ̯ˌkɛnən]
abertausend,/ˈaːbɐˌtaʊ̯zn̩t/
Aberwitz,/ˈaːbɐˌvɪt͡s/
aberwitzig,/ˈaːbɐˌvɪtsɪç/,"qualifier:standard"
aberwitzig,/ˈaːbɐˌvɪtsɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
abessinisch,[abɛˈsiːnɪʃ]
abfackeln,"/ˈapˌfakəln/,[ˈʔapˌfakl̩n]"
abfahren,[ˈapfaːrən]
Abfahrt,"/ˈapˌfaːrt/,[ˈʔapˌfaː(ɐ̯)t],[-faːʁt]"
Abfall,[ˈapfal]
Abfallbehälter,/ˈapfalbəˌhɛltɐ/
Abfallbehälters,/ˈapfalbəˌhɛltɐs/
Abfalleimer,/ˈapfalˌ(ʔ)aɪ̯mɐ/
abfallen,"/ˈʔapfaln̩/,/ˈʔapfalən/"
abfällig,/ˈapˌfɛlɪç/,"qualifier:standard"
abfällig,/ˈapˌfɛlɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
Abfallkorb,/ˈapfalˌkɔʁp/
Abfalltonne,/ˈapfalˌtɔnə/
abfangen,/ˈʔapfaŋən/
abfärben,[ˈapˌfɛʁbn̩]
abfassen,/ˈapˌfasn̩/
Abfassung,/ˈapˌfasʊŋ/
abfedern,"/ˈapˌfeːdəʁn/,[ˈʔapˌfeːdɐn]"
abfertigen,"/ˈapˌfɛʁtiɡən/,[ˈʔapˌfɛɐ̯tʰiɡŋ̍]"
Abfertigung,"/ˈapˌfɛʁtiɡʊŋ/,[ˈʔapˌfɛɐ̯tʰiɡʊŋ]"
abfeuern,/ˈʔapfɔɪ̯ɐn/
Abfeuerung,"/ˈapˌfɔʏ̯əʁʊŋ/,[ˈʔapˌfɔʏ̯ɐʁʊŋ]"
abfiltern,/ˈapˌfɪltɐn/
abfinden,"/ˈapˌfɪndən/,[ˈapˌfɪndən],[ˈapˌfɪndn̩]"
Abfindung,"/ˈapˌfɪndʊŋ/,[ˈʔapˌfɪndʊŋ]"
abflachen,"/ˈapˌflaχən/,[ˈʔapˌflaχn̩]"
abflaken,"/ˈapˌflakən/,[ˈʔapˌflakŋ̍]"
abflauen,/ˈapˌflaʊ̯ən/
abfliegen,"/ˈʔapˌfliːɡŋ̩/,/ˈʔapˌfliːɡən/"
abfließen,"[ˈʔapˌfliːsn̩],[ˈʔapˌfliːsən]"
Abfluges,/ˈʔapˌfluːɡəs/
Abflüge,/ˈʔapˌflyːɡə/
Abflugs,/ˈʔapfluːks/
Abflugzeit,"/ˈapfluːkˌtsaɪ̯t/,[ˈʔapfluːkˌtsaɪ̯tʰ]"
Abflug,/ˈʔapfluːk/
Abfluss,"/ˈapˌflʊs/,[ˈʔapˌflʊs]"
Abflussrohr,/ˈapflʊsˌʁoːɐ̯/
Abfolge,"/ˈapˌfɔlɡə/,[ˈʔapˌfɔlɡə]"
abfordern,[ˈʔapˌfɔʁdɐn]
abfragen,"/ˈɑbfʁaːɡən/,[ˈɑbfʁaːɡŋ̩]","audio:de:De-abfragen.ogg:Audio"
Abfragen,"/ˈʔapˌfʁaːɡŋ̩/,/ˈʔapˌfʁaːɡən/"
Abfrage,/ˈʔapˌfʁaːɡə/
abfräsen,/ˈapˌfʁɛːzən/,"qualifier:standard; used naturally in western Germany and Switzerland"
Abfräsen,/ˈapˌfʁɛːzən/,"qualifier:standard; used naturally in western Germany and Switzerland"
abfräsen,/-ˌfʁeː-/,"qualifier:overall more common; particularly northern and eastern regions"
Abfräsen,/-ˌfʁeː-/,"qualifier:overall more common; particularly northern and eastern regions"
abfrühstücken,/ˈapˌfʁyːʃtʏkn̩/
Abfuhr,/ˈapˌfuːɐ̯/
abführen,[ˈapˌfyːʁən]
Abführmittel,/ˈapfyːɐ̯mɪtl̩/
abfüllen,[ˈapˌfʏlən]
Abgabe,"/ˈapˌɡaːbə/,[ˈʔapˌɡaːbə]"
Abgabeleistung,/ˈʔapɡaːbəˌlaɪ̯stʊŋ/
Abgang,"/ˈapˌɡaŋ/,[ˈʔapˌɡaŋ]","audio:de:De-Abgang.ogg:Audio"
Abgänger,/ˈapˌɡɛŋɐ/
Abganges,/ˈʔapˌɡaŋəs/
abgängig,/ˈapˌɡɛŋɪç/,"qualifier:standard"
abgängig,/ˈapˌɡɛŋɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
Abgangs,/ˈʔapɡaŋs/
Abgas,[ˈapɡaːs]
Abgassonderuntersuchung,/ˈapɡaːsˌzɔndɐʊntɐzuːxʊŋ/
Abgasstrom,/ˈapɡaːsʃtroːm/
abgeändert,/ˈapɡəˌ.ɛndɐt/
abgeben,[ˈapɡeːbn]
abgebrüht,/ˈap.ɡəˌbʁyːt/
abgefahren,"/ˈʔapɡəfaːɐ̯n/,/ˈʔapɡəfaːʁən/"
abgefeimt,/ˈapɡəˌfaɪ̯mt/
abgefüllt,/ˈʔapɡəfʏlt/
abgehackt,[ˈapɡəhakt]
abgehackter,[ˈapɡəhaktɐ]
abgehacktesten,"[ˈapɡəhaktəstən],[ˈapɡəhaktəstn̩]"
abgehen,/ˈʔapɡeːən/
abgekühlt,[ˈapɡəˌkyːlt]
abgelegen,"/ˈʔapɡəleːɡŋ̩/,/ˈʔapɡəleːɡən/"
abgelöst,/ˈʔapɡəlœst/
abgeneigt,/ˌapɡəˈnaɪ̯kt/
Abgeordnetenhaus,/ˈapɡəʔɔʁdnətn̩ˌhaʊ̯s/
abgerockt,/ˈapɡəˌʁɔkt/
Abgesandte,/ˈapɡəˌzantə/
Abgesandter,/ˈapɡəˌzantɐ/
Abgeschiedenheit,"/ˈʔapɡəʃiːdn̩haɪ̯t/,/ˈʔapɡəʃiːdənhaɪ̯t/"
abgeschieden,"/ˈʔapɡəʃiːdn̩/,/ˈʔapɡəʃiːdən/"
abgeschlossen,"/ˈʔapɡəʃlɔsn̩/,/ˈʔapɡəʃlɔsən/"
abgeschmackt,/ˈapɡəʃmakt/
abgeschöpft,[ˈapɡəˌʃœp͡ft]
abgeschrägt,[ˈapɡəʃʁɛːkt]
abgeschrägte,/ˈapɡəʃʁɛːktə/
abgeschrägten,/ˈapɡəʃʁɛːktən/
abgeschrägtes,[ˈapɡəʃʁɛːktəs]
abgeschrägtes Dodekaeder,[ˈapɡəʃʁɛːktəs dodekaˈʔeːdɐ]
abgespannt,/ˈʔapɡəʃpant/
abgesperrt,/ˈʔapɡəʃpɛɐ̯t/
abgestaubt,[ˈapɡəˌʃtaʊ̯pt]
abgewaschen,/ˈapɡəˌvaʃn̩/
abgewinnen,[ˈapɡəˌvɪnən]
abgewöhnen,[ˈapɡəˌvøːnən]
abgezockt,/ˈapɡəˌt͡sɔkt/
Abglanz,/ˈapˌɡlant͡s/
abgleichen,[ˈapˌɡlaɪ̯çn̩]
Abgott,"/ˈapˌɡɔt/,[ˈʔapˌɡɔtʰ]"
Abgötterei,/apɡœtəˈʁaɪ̯/
abgöttisch,/ˈʔapɡœtɪʃ/
abgrenzen,"/ˈapˌɡʁɛntsən/,[ˈʔapˌɡʁɛntsn̩]"
Abgrenzung,"/ˈapˌɡʁɛntsʊŋ/,[ˈʔapˌɡʁɛntsʊŋ]"
Abgrund,/ˈapˌɡʁʊnt/
abgründig,/ˈʔapɡʁʏndɪç/,"qualifier:standard"
abgründig,/ˈʔapɡʁʏndɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
abgrundtief,/ˈapɡʁʊntˌtiːf/
abgünstig,/ˈapˌɡʏnstɪç/
Abguss,/ˈapɡʊs/
Abguß,/ˈapɡʊs/
abhaken,"/ˈʔaphaːkən/,/ˈʔaphaːkn̩/"
abhalten,"[ˈʔaphaltn̩],[ˈʔaphaltən]"
abhandeln,[ˈapˌhandl̩n]
Abhandlung,/ˈapˌhandlʊŋ/
Abhandlungen,/ˈapˌhandlʊŋən/
Abhang,[ˈapˌhaŋ]
abhängen,/ˈʔaphɛŋən/
abhängig,/ˈaphɛŋɪç/,"qualifier:standard"
abhängig,/ˈaphɛŋɪk/,"qualifier:common form in southern Germany, Austria, and Switzerland"
Abhängigkeit,/ˈaphɛŋɪçˌkaɪ̯t/
abheben,"/ˈʔapˌheːbm̩/,/ˈʔapˌheːbən/"
abhelfen,/ˈapˌhɛlfn̩/
abhobeln,[ˈapˌhoːbl̩n]
abhocken,/ˈapˌhɔkən/
abhold,"/ˈaphɔlt/,/apˈhɔlt/"
abholen,"/ˈʔaphoːln̩/,/ˈʔaphoːlən/"
Abholung,/ˈapˌhoːlʊŋ/
abholzen,"/ˈapˌhɔltsən/,[ˈʔapˌhɔltsn̩]"
Abholzung,"/ˈapˌhɔltsʊŋ/,[ˈʔapˌhɔltsʊŋ]"
abhören,"/ˈapˌhøːʁən/,[ˈʔapˌhøːɐ̯n]"
Abi,/ˈabi/
äbich,/ˈɛːbiç/
abirren,/ˈapˌɪʁən/
Abitur,[ˌabiˈtuːɐ̯]
abkacken,"/ˈʔapˌkakŋ̩/,/ˈʔapˌkakən/"
abkämmen,"/ˈapˌkɛmən/,[ˈʔapˌkɛmn̩]"
abkapseln,"[ˈʔapˌkapsl̩n],[ˈʔapˌkapsəln]"
abkarten,[ˈapˌkaʁtn̩]
abkaufen,/ˈapkaʊ̯f(ə)n/
abkehlen,/ˈapˌkeːlən/
Abkehr,[ˈapkeːɐ̯]
abkehren,/ˈapˌkeːʁən/
abklappern,[ˈapˌklapɐn]
abklären,"/ˈapˌklɛːʁən/,/ˈapklɛːɐ̯n/","qualifier:standard; used naturally in western Germany and Switzerland"
abklären,/-ˌkleː-/,"qualifier:overall more common; particularly northern and eastern regions"
Abklärungen,[ˈʔapklɛːʁʊŋən]
Abklärung,/ˈʔapkleːʁʊŋ/,"qualifier:overall more common; particularly northern and eastern regions"
Abklärung,/ˈʔapklɛːʁʊŋ/,"qualifier:standard; used naturally in western Germany and Switzerland"
Abklatsch,[ˈapˌklatʃ]
abklingen,"/ˈapˌklɪŋən/,[ˈʔapˌklɪŋn̩]"
abknallen,[ˈapˌknalən]
abknicken,[ˈapˌknɪkən]
abknipsen,/ˈapˌknɪpsn̩/
abkommandieren,/ˈapkɔmanˌdiːʁən/
abkommen,/ˈapˌkɔmən/
Abkommen,/ˈʔapˌkɔmən/
abkömmlich,"/ˈapˌkœmlɪç/,[ˈʔapˌkœmlɪç]"
Abkömmling,/ˈapkœmlɪŋ/
abkönnen,/ˈapˌkœnən/
abkühlen,"/ˈapˌkyːlən/,[ˈʔapˌkyːln]"
Abkühlung,/ˈʔapkyːlʊŋ/
Abkunft,/ˈapkʊnft/
Abkupfern,/ˈapˌkʊp͡fɐn/
abkupfern,/ˈʔapˌkʊpfɐn/
abkürzen,"[ˈʔapkʏɐ̯tsn̩],[ˈʔapkʏʁtsn̩],[ˈʔapkʏɐ̯tsən],[ˈʔapkʏʁtsən]"
Abkürzung,/ˈapˌkʏʁtsʊŋ/
Abkürzungsverzeichnis,/ˈapkʏʁt͡sʊŋsfɛɐ̯ˌt͡saɪ̯çnɪs/
abladen,"/ˈapˌlaːdən/,[ˈʔapˌlaːdn̩]"
Ablage,/ˈapˌlaːɡə/
Ablass,/ˈapˌlas/
Ablassbrief,/ˈaplasˌbʁiːf/
ablassen,"/ˈʔaplasn̩/,/ˈʔaplasən/"
Ablativ,/ˈaplaˌtiːf/
ablaufen,"/ˈʔaplaʊ̯fɱ̩/,/ˈʔaplaʊ̯fən/"
Ablaut,"/ˈaplaʊ̯t/,[ˈʔaplaʊ̯tʰ]"
ableben,"/ˈapleːbm̩/,/ˈapleːbən/"
ablecken,/ˈapˌlɛkn̩/
ablegen,"[ˈʔapˌleːɡən],[ˈʔapˌleːɡŋ̩]"
Ableger,/ˈapˌleːɡɐ/
ablehnen,/ˈapleːnən/
Ablehnung,[ˈʔapleːnʊŋ]
ableitbar,/ˈapˌlaɪ̯tbaːɐ̯/
ableiten,"[ˈʔaplaɪ̯tn̩],[ˈʔaplaɪ̯tən]"
Ableitungsmorphem,/ˈaplaɪ̯tʊŋsmɔʁˌfeːm/
ablenken,"/ˈapˌlɛŋkən/,[ˈʔapˌlɛŋkŋ̩]"
Ablenkung,/ˈapˌlɛŋkʊŋ/
Ablenkungsmanöver,/ˈaplɛŋkʊŋsmaˌnøːvɐ/
Ablenkungstaktik,/ˈaplɛŋkʊŋsˌtaktɪk/
